Year,Round,EventName,Circuit,Session,Driver,Team,Compound,TyreLife,CleanLaps,BestLapTime,AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall
2026,11,Hungarian Grand Prix,Budapest,FP1,FOR,McLaren,MEDIUM,6.0,17,81.89,22.9,40.0,30.6,1.2,False
2026,11,Hungarian Grand Prix,Budapest,FP1,GAS,Alpine,SOFT,3.0,20,81.704,23.4,46.2,28.9,2.1,False
2026,11,Hungarian Grand Prix,Budapest,FP1,HAD,Red Bull Racing,SOFT,2.0,17,79.997,23.1,42.0,29.6,2.1,False
2026,11,Hungarian Grand Prix,Budapest,FP1,HAM,Ferrari,SOFT,2.0,14,79.618,23.1,42.1,29.0,2.8,False
2026,11,Hungarian Grand Prix,Budapest,FP1,HER,Cadillac,SOFT,2.0,20,83.118,23.1,41.5,30.1,2.7,False
2026,11,Hungarian Grand Prix,Budapest,FP1,HIR,Haas F1 Team,SOFT,7.0,13,82.001,23.5,43.8,27.9,1.3,False
2026,11,Hungarian Grand Prix,Budapest,FP1,HUL,Audi,SOFT,5.0,16,80.623,23.1,42.1,29.0,2.8,False
2026,11,Hungarian Grand Prix,Budapest,FP1,LAW,Racing Bulls,SOFT,2.0,19,80.866,23.2,40.8,30.0,2.2,False
2026,11,Hungarian Grand Prix,Budapest,FP1,LEC,Ferrari,SOFT,2.0,10,79.075,23.1,42.0,29.6,2.1,False
2026,11,Hungarian Grand Prix,Budapest,FP1,LIN,Racing Bulls,SOFT,2.0,21,80.76,23.2,40.8,30.0,2.2,False
2026,11,Hungarian Grand Prix,Budapest,FP1,NOR,McLaren,SOFT,4.0,15,81.024,23.1,41.5,30.1,2.7,False
2026,11,Hungarian Grand Prix,Budapest,FP1,OCO,Haas F1 Team,SOFT,5.0,12,81.051,23.4,45.3,28.9,1.3,False
2026,11,Hungarian Grand Prix,Budapest,FP1,PER,Cadillac,SOFT,2.0,15,82.089,23.1,42.1,29.0,2.8,False
2026,11,Hungarian Grand Prix,Budapest,FP1,RUS,Mercedes,SOFT,2.0,12,80.066,23.5,42.9,29.0,3.8,False
2026,11,Hungarian Grand Prix,Budapest,FP1,SAI,Williams,MEDIUM,7.0,14,83.734,22.8,40.4,31.0,0.5,False
2026,11,Hungarian Grand Prix,Budapest,FP1,STR,Aston Martin,HARD,4.0,5,83.471,23.0,39.2,30.6,1.6,False
2026,11,Hungarian Grand Prix,Budapest,FP1,VER,Red Bull Racing,SOFT,2.0,19,79.559,23.5,41.4,29.3,3.1,False
2026,11,Hungarian Grand Prix,Budapest,FP1,VES,Mercedes,SOFT,2.0,13,80.467,23.4,46.2,28.9,2.1,False
2026,11,Hungarian Grand Prix,Budapest,FP2,ALB,Williams,SOFT,2.0,25,80.973,23.4,30.6,30.0,1.6,False
2026,11,Hungarian Grand Prix,Budapest,FP2,ALO,Aston Martin,SOFT,5.0,17,81.348,23.5,29.5,30.0,0.7,False
2026,11,Hungarian Grand Prix,Budapest,FP2,ANT,Mercedes,MEDIUM,10.0,16,80.693,23.6,30.6,30.5,1.8,False
2026,11,Hungarian Grand Prix,Budapest,FP2,BEA,Haas F1 Team,SOFT,4.0,18,80.95,23.7,29.2,29.0,1.4,False
2026,11,Hungarian Grand Prix,Budapest,FP2,BOR,Audi,SOFT,6.0,14,80.474,23.7,29.6,29.7,0.0,False
2026,11,Hungarian Grand Prix,Budapest,FP2,BOT,Cadillac,SOFT,5.0,23,81.442,23.7,29.2,29.0,1.4,False
2026,11,Hungarian Grand Prix,Budapest,FP2,COL,Alpine,MEDIUM,8.0,7,82.105,23.8,30.8,30.6,2.1,False
2026,11,Hungarian Grand Prix,Budapest,FP2,GAS,Alpine,SOFT,5.0,16,80.816,23.7,29.2,29.0,1.4,False
2026,11,Hungarian Grand Prix,Budapest,FP2,HAD,Red Bull Racing,SOFT,2.0,11,79.8,23.5,30.5,30.0,1.9,False
2026,11,Hungarian Grand Prix,Budapest,FP2,HAM,Ferrari,SOFT,6.0,16,78.729,23.7,29.6,29.7,0.0,False
2026,11,Hungarian Grand Prix,Budapest,FP2,HUL,Audi,SOFT,6.0,19,80.125,23.4,29.7,30.6,2.4,False
2026,11,Hungarian Grand Prix,Budapest,FP2,LAW,Racing Bulls,SOFT,5.0,19,80.041,23.4,29.7,30.6,2.4,False
2026,11,Hungarian Grand Prix,Budapest,FP2,LEC,Ferrari,SOFT,5.0,21,78.877,23.4,29.6,30.5,1.4,False
2026,11,Hungarian Grand Prix,Budapest,FP2,LIN,Racing Bulls,SOFT,5.0,20,80.253,23.4,29.7,30.6,2.4,False
2026,11,Hungarian Grand Prix,Budapest,FP2,NOR,McLaren,SOFT,2.0,22,79.228,23.6,31.2,30.3,1.7,False
2026,11,Hungarian Grand Prix,Budapest,FP2,OCO,Haas F1 Team,SOFT,2.0,18,80.557,23.3,30.3,31.0,1.6,False
2026,11,Hungarian Grand Prix,Budapest,FP2,PER,Cadillac,SOFT,2.0,19,81.792,23.5,30.5,30.0,1.9,False
2026,11,Hungarian Grand Prix,Budapest,FP2,PIA,McLaren,SOFT,5.0,17,80.101,23.5,29.5,30.0,0.7,False
2026,11,Hungarian Grand Prix,Budapest,FP2,RUS,Mercedes,SOFT,2.0,20,79.662,23.4,30.6,30.0,1.6,False
2026,11,Hungarian Grand Prix,Budapest,FP2,SAI,Williams,SOFT,2.0,22,81.426,23.5,30.5,30.0,1.9,False
2026,11,Hungarian Grand Prix,Budapest,FP2,VER,Red Bull Racing,SOFT,2.0,19,79.421,23.5,30.5,30.0,1.9,False
2026,11,Hungarian Grand Prix,Budapest,FP3,ALB,Williams,SOFT,2.0,3,80.623,25.1,53.2,28.6,2.4,False
2026,11,Hungarian Grand Prix,Budapest,FP3,ALO,Aston Martin,SOFT,2.0,9,80.393,25.1,53.2,28.6,2.4,False
2026,11,Hungarian Grand Prix,Budapest,FP3,ANT,Mercedes,SOFT,5.0,6,78.068,25.7,54.2,28.0,1.7,False
2026,11,Hungarian Grand Prix,Budapest,FP3,BEA,Haas F1 Team,SOFT,5.0,8,80.312,26.0,52.9,28.1,3.4,False
2026,11,Hungarian Grand Prix,Budapest,FP3,BOR,Audi,SOFT,2.0,9,79.338,25.1,52.8,29.1,0.9,False
2026,11,Hungarian Grand Prix,Budapest,FP3,BOT,Cadillac,SOFT,5.0,5,81.299,25.1,51.4,27.8,2.4,False
2026,11,Hungarian Grand Prix,Budapest,FP3,COL,Alpine,SOFT,2.0,20,80.055,25.2,54.2,28.0,1.7,False
2026,11,Hungarian Grand Prix,Budapest,FP3,GAS,Alpine,SOFT,2.0,15,79.723,25.2,54.2,28.0,1.7,False
2026,11,Hungarian Grand Prix,Budapest,FP3,HAD,Red Bull Racing,SOFT,7.0,9,78.943,26.0,51.7,27.8,2.2,False
2026,11,Hungarian Grand Prix,Budapest,FP3,HAM,Ferrari,SOFT,2.0,12,78.056,25.2,54.5,27.6,2.0,False
2026,11,Hungarian Grand Prix,Budapest,FP3,HUL,Audi,SOFT,2.0,12,79.16,25.1,52.8,29.1,0.9,False
2026,11,Hungarian Grand Prix,Budapest,FP3,LAW,Racing Bulls,SOFT,2.0,13,79.088,25.2,54.5,27.6,2.0,False
2026,11,Hungarian Grand Prix,Budapest,FP3,LEC,Ferrari,SOFT,2.0,15,78.291,24.6,54.0,28.0,1.4,False
2026,11,Hungarian Grand Prix,Budapest,FP3,LIN,Racing Bulls,SOFT,4.0,4,79.895,25.5,52.8,28.4,2.7,False
2026,11,Hungarian Grand Prix,Budapest,FP3,NOR,McLaren,SOFT,6.0,12,77.939,25.2,54.5,27.6,2.0,False
2026,11,Hungarian Grand Prix,Budapest,FP3,OCO,Haas F1 Team,SOFT,2.0,12,80.295,25.2,54.2,28.0,1.7,False
2026,11,Hungarian Grand Prix,Budapest,FP3,PIA,McLaren,SOFT,6.0,14,78.438,25.2,54.5,27.6,2.0,False
2026,11,Hungarian Grand Prix,Budapest,FP3,RUS,Mercedes,SOFT,7.0,10,78.541,25.2,54.2,28.0,1.7,False
2026,11,Hungarian Grand Prix,Budapest,FP3,SAI,Williams,SOFT,3.0,8,80.66,26.0,51.7,27.8,2.2,False
2026,11,Hungarian Grand Prix,Budapest,FP3,STR,Aston Martin,SOFT,3.0,12,80.933,25.1,52.8,29.1,0.9,False
2026,11,Hungarian Grand Prix,Budapest,FP3,VER,Red Bull Racing,SOFT,2.0,8,78.656,25.1,53.2,28.6,2.4,False
